ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID244704001,18 Rooding St,BRIGHTON,1635000.0,h,3/09/2016,3,1.0,2.0,366.0,99.0,-37.9038,145.0001,19952,251.1938837898754,24.5,0,2744,10289,780
ID166291596,9 Rockaway Dr,VIEWBANK,1155000.0,h,22/04/2017,4,2.0,3.0,780.0,69.0,-37.7308,145.0932,19983,2186.288586998581,34.75,0,647,2861,222
ID187135066,39 Wilkinson St,BRUNSWICK,800000.0,h,3/09/2017,2,1.0,0.0,140.0,129.0,-37.76806,144.9598,19968,42.110197141853156,25.333333333333332,0,941,5813,575
ID129552339,1 Tudor St,GLENROY,820000.0,h,10/12/2016,3,2.0,4.0,805.0,69.0,-37.708,144.9211,20032,514.6159949330306,36.0,0,1683,8938,509
ID744258792,47 Brougham St,KEW,1668000.0,h,11/02/2017,3,2.0,2.0,289.0,49.0,-37.8048,145.0303,19904,1927.2590438618017,15.666666666666666,1,288,712,75
ID152552205,17 Weybridge St,SURREY HILLS,2300000.0,h,27/06/2016,3,2.0,1.0,735.0,99.0,-37.8182,145.096,19895,703.9432891181773,25.5,0,2403,5212,586
ID493702626,79 New Rd,OAK PARK,1071888.0,h,17/06/2017,4,2.0,4.0,553.0,18.0,-37.71328,144.90585,20032,1395.373180369261,36.0,0,142,344,39
ID937968054,688 North Rd,ORMOND,1486000.0,h,13/05/2017,4,2.0,1.0,618.0,24.0,-37.9051,145.0473,19941,707.7557482099028,32.15384615384615,0,298,735,154
ID287591407,1 Davison St,BRUNSWICK,1000000.0,h,24/09/2016,3,1.0,1.0,370.0,104.0,-37.7632,144.9572,19967,376.1317302896461,27.333333333333332,0,958,5673,628
ID688918911,28 Loller St,BRIGHTON,1570000.0,h,12/11/2016,2,1.0,0.0,352.0,99.0,-37.9154,145.001,19951,414.41710209488195,26.5,0,2744,10289,780
ID801584160,7/1 Princess St,RICHMOND,895000.0,t,18/06/2016,2,1.0,1.0,0.0,6.0,-37.8209,145.0014,19906,916.5911480090929,11.904761904761905,0,824,1890,159
ID877284757,24/18 Station Rd,WILLIAMSTOWN,415000.0,u,15/10/2016,2,1.0,1.0,0.0,39.0,-37.857,144.891,19993,173.87724810381397,20.857142857142858,0,1002,4068,328
ID123883120,306/96 charles St,FITZROY,660000.0,u,23/04/2016,2,2.0,0.0,0.0,129.0,-37.8035,144.9826,19976,988.4838209556724,12.235294117647058,0,334,1407,88
ID648895509,3 Diosma Ct,FRANKSTON SOUTH,1155000.0,h,26/08/2017,3,2.0,2.0,2405.0,39.0,-38.16457,145.12421,19855,2401.4634680276995,68.81818181818181,0,517,2973,288
ID230136626,7/21 Elphin Gr,HAWTHORN,330000.0,u,7/05/2016,1,1.0,1.0,0.0,49.0,-37.8177,145.0424,19903,603.2185258240078,17.904761904761905,0,1150,7827,922
ID793044381,5/68 Brown St,HEIDELBERG,546500.0,u,3/12/2016,2,1.0,1.0,132.0,47.0,-37.7519,145.0687,19935,910.2041578385913,29.823529411764707,1,1144,6845,375
ID684848480,1/514 Bluff Rd,HAMPTON,820000.0,t,27/11/2016,3,2.0,2.0,0.0,69.0,-37.9368,145.0242,19937,1135.1942419163238,38.266666666666666,0,1683,8938,509
ID869662138,19 Dena Ct,TEMPLESTOWE,1860000.0,h,24/06/2017,4,3.0,3.0,682.0,24.0,-37.7572,145.15456,19987,4881.084122612551,47.9,0,281,524,75
ID326229366,17 Adeney St,YARRAVILLE,982500.0,h,15/07/2017,3,2.0,2.0,444.0,74.0,-37.81662,144.866,20022,1946.5271969798562,21.4,0,817,1779,181
ID318898401,16/43 Arndt Rd,PASCOE VALE,541000.0,u,22/07/2017,2,1.0,1.0,133.0,9.0,-37.72136,144.92932,20033,785.0734394372258,34.0,0,705,5479,335
ID877736099,13 Rosemary Dr,LALOR,572000.0,h,27/05/2017,3,1.0,2.0,640.0,44.0,-37.6591,145.00548999999995,20006,1275.8078844307709,42.22222222222222,0,1360,6408,691
ID139363487,2/25 Stanlake St,FOOTSCRAY,699000.0,t,24/09/2016,3,1.0,1.0,125.0,19.0,-37.7922,144.8831,20023,1084.3466051647479,19.4,0,1923,8979,620
ID165421583,22 Keith St,PARKDALE,1300000.0,h,24/06/2017,4,2.0,2.0,597.0,49.0,-37.99232,145.08469,19864,739.4437292314827,47.06666666666667,0,938,6892,553
ID158974375,15 Viewbank Dr,KEILOR EAST,816000.0,h,4/03/2017,4,2.0,1.0,540.0,41.0,-37.7482,144.877,22253,3561.5191317740946,18.333333333333332,0,591,1189,177
ID400544111,2/52 Barton St,SURREY HILLS,807000.0,u,17/06/2017,2,1.0,1.0,1501.0,59.0,-37.81665,145.10043000000005,19896,544.6543949874382,28.785714285714285,1,2532,5455,713
ID713046949,13 Sussex St,SEAHOLME,1415000.0,h,17/09/2016,5,3.0,6.0,705.0,14.0,-37.864,144.8437,19927,490.00392288758155,24.428571428571427,0,922,5201,296
ID997048064,41 Balerno Cir,GOWANBRAE,504000.0,h,6/08/2016,3,2.0,1.0,215.0,15.0,-37.709,144.8964,20032,1901.6347799477453,36.0,0,1683,8938,509
ID635619473,18 William St,KEILOR PARK,575000.0,h,27/11/2016,3,1.0,1.0,338.0,59.0,-37.7212,144.8545,20001,5431.26052100002,34.375,0,922,5201,296
ID605418765,4/738 Centre Rd,BENTLEIGH EAST,716000.0,u,10/12/2016,2,1.0,2.0,212.0,59.0,-37.9218,145.0607,19939,2140.158170031746,35.15384615384615,0,925,4701,308
ID257448796,29 Rosamond Rd,MAIDSTONE,725000.0,h,7/11/2016,3,1.0,2.0,305.0,59.0,-37.7858,144.8834,20023,1784.916662410453,19.4,0,610,1743,228
ID526542950,6 Cliff St,SOUTH YARRA,1200000.0,h,27/06/2016,2,1.0,0.0,176.0,79.0,-37.8436,144.9925,19959,571.8573012969891,12.543859649122806,0,1100,3636,457
ID270192954,8/107 Victoria Rd,HAWTHORN EAST,440000.0,u,8/04/2017,1,1.0,1.0,2306.0,49.0,-37.8227,145.0528,19903,613.3767671931686,17.904761904761905,1,1253,7401,484
ID712881136,3/14 Merton St,IVANHOE,421000.0,u,24/09/2016,1,1.0,1.0,0.0,27.0,-37.7753,145.0419,19932,303.96087595344346,26.0,0,555,1129,160
ID313890412,206 South Rd,BRIGHTON EAST,1725000.0,h,19/11/2016,4,3.0,2.0,798.0,49.0,-37.9311,145.0169,19949,1556.4257690358781,31.5,0,2744,10289,780
ID609125238,171 Mansfield St,THORNBURY,1130000.0,h,20/05/2017,3,1.0,1.0,381.0,101.0,-37.7575,145.0128,20014,1282.9538664766324,25.3,0,2532,5455,713
ID211580462,205/96 Charles St,FITZROY,490000.0,u,15/07/2017,1,1.0,1.0,0.0,6.0,-37.80348,144.98256999999995,19976,991.3658781037454,12.235294117647058,1,330,1855,82
ID421697349,1/315 Flemington Rd,NORTH MELBOURNE,340000.0,u,3/12/2016,1,1.0,1.0,0.0,49.0,-37.7916,144.9443,19971,582.7927313921987,19.0,0,71,261,20
ID538375618,3/23 Walstab St,BRIGHTON EAST,1245000.0,u,28/05/2016,3,2.0,1.0,227.0,21.0,-37.9191,145.0074,19951,1070.7685695525126,26.5,0,2744,10289,780
ID405461592,2 Thompson St,WATSONIA,725000.0,h,12/11/2016,3,1.0,1.0,545.0,59.0,-37.7088,145.0893,19984,541.4199287515651,37.666666666666664,0,584,2731,211
ID354076401,8 Norma Ct,AVONDALE HEIGHTS,850000.0,h,3/09/2016,3,1.0,1.0,593.0,49.0,-37.7677,144.8674,20022,3523.830942148275,21.4,0,1654,9119,550
ID895925497,527 Kings Rd,TAYLORS LAKES,790500.0,h,3/06/2017,3,2.0,2.0,808.0,14.0,-37.6943,144.78187,22244,1017.0267939143365,30.5,0,502,1662,118
ID795064284,5 Halpin St,BRUNSWICK WEST,1200000.0,h,4/06/2016,3,1.0,1.0,600.0,49.0,-37.769,144.9478,19968,1048.1529416506414,25.333333333333332,0,958,5673,628
ID739577715,3 Cross St,BRAYBROOK,652000.0,h,8/10/2016,3,2.0,1.0,216.0,9.0,-37.7865,144.8605,20022,1431.5449999392786,21.4,0,2744,10289,780
ID589073637,141 Gold St,BRUNSWICK,845500.0,h,7/05/2016,2,1.0,1.0,179.0,129.0,-37.7742,144.9542,19969,407.4174279845587,24.333333333333332,0,958,5673,628
ID902830160,196 Blyth St,ALTONA,1480000.0,h,13/05/2017,5,3.0,4.0,725.0,39.0,-37.8712,144.8107,19925,713.6823045290845,28.5,0,2494,11307,1410
ID425080020,3/50 Berembong Dr,KEILOR EAST,490000.0,u,13/05/2017,2,1.0,2.0,220.0,18.0,-37.7346,144.8584,20003,4998.488000567939,29.375,0,591,1189,177
ID209165192,3/3 Iramoo St,BALWYN,1367000.0,t,10/12/2016,3,2.0,2.0,219.0,16.0,-37.8125,145.0849,19894,1350.6002574227405,25.76923076923077,0,925,4701,308
ID827841015,78 Arnold St,PRINCES HILL,1540000.0,h,12/08/2017,3,2.0,1.0,288.0,79.0,-37.78311,144.96548,19969,1080.6638841028205,24.333333333333332,0,97,233,26
ID618644849,6 Kennedy St,RICHMOND,1365000.0,h,17/09/2016,3,1.0,1.0,301.0,84.0,-37.8134,145.0055,19977,1192.2062236241368,10.235294117647058,0,824,1890,159
ID650392186,2/41 Kangaroo Rd,MURRUMBEENA,1220500.0,u,24/06/2017,3,2.0,2.0,462.0,54.0,-37.89767,145.07332,19918,489.7534277723198,27.35483870967742,0,298,735,154
ID402477788,30 Grange Rd,FRANKSTON SOUTH,1905000.0,h,3/09/2017,4,2.0,2.0,1471.0,59.0,-38.15984,145.10884,19855,2409.0352665826376,68.81818181818181,1,517,2973,288
ID982646164,20 Shoobra Rd,ELSTERNWICK,2806000.0,h,19/11/2016,4,3.0,2.0,669.0,89.0,-37.8871,145.0081,19954,685.0203228015954,21.5,0,1566,8895,491
ID935769680,20 Caroline St,THOMASTOWN,705000.0,h,27/05/2017,3,1.0,2.0,545.0,44.0,-37.68035,145.00925,20007,443.61040350236664,40.22222222222222,0,502,1662,118
ID731310769,2/34 Browns Rd,BENTLEIGH EAST,1120000.0,t,28/05/2016,4,2.0,2.0,209.0,59.0,-37.9213,145.0565,19939,1768.1558186317022,35.15384615384615,0,925,4701,308
ID722451352,8/109 Melville Rd,BRUNSWICK WEST,370000.0,u,24/09/2016,2,1.0,1.0,0.0,49.0,-37.7606,144.9443,19967,1445.4677445761429,27.333333333333332,0,958,5673,628
ID835575919,9a Arden Ct,KEW EAST,1963000.0,t,24/09/2016,3,2.0,2.0,426.0,9.0,-37.7917,145.0585,19932,2561.6832865265965,26.0,0,271,771,74
ID973985839,60 Childers St,KEW,1500000.0,h,27/11/2016,3,1.0,2.0,857.0,78.0,-37.7981,145.0423,19931,2393.8736671542374,24.0,0,271,771,74
ID764736242,84 May St,ALTONA NORTH,970000.0,h,25/02/2017,4,1.0,2.0,708.0,59.0,-37.833,144.8494,19994,3197.8496063139,16.310344827586206,0,2494,11307,1410
ID731410323,1/143 Bradshaw St,ESSENDON,762000.0,u,3/06/2017,2,1.0,1.0,195.0,9.0,-37.74125,144.89502,20036,2378.2326507680636,27.0,1,330,1855,82
ID973875185,1/392 Burwood Hwy,BURWOOD,752000.0,t,17/09/2016,3,2.0,2.0,217.0,26.0,-37.8522,145.1312,19897,3586.3056336011996,30.818181818181817,0,958,5673,628
ID380365474,14 Hutchinson St,BRUNSWICK EAST,998000.0,h,23/04/2016,3,1.0,2.0,104.0,19.0,-37.7723,144.9761,19968,1541.1655239975184,25.333333333333332,0,703,1502,135
ID428230767,1/6 Corhampton Rd,BALWYN NORTH,1600000.0,u,29/07/2017,3,2.0,2.0,314.0,7.0,-37.79386,145.06746,19932,3304.191847111767,26.0,0,959,4476,324
ID782907285,41 Dongola Rd,WEST FOOTSCRAY,955000.0,h,15/07/2017,4,1.0,3.0,459.0,49.0,-37.79433,144.88001,20023,952.9647503878858,19.4,0,298,735,154
ID378404841,5/35 Durham Rd,SURREY HILLS,600000.0,h,28/05/2016,2,1.0,1.0,163.0,91.0,-37.8294,145.0913,19894,612.376880293688,25.76923076923077,0,2403,5212,586
ID757898945,1 Caroline St,DANDENONG,669000.0,h,22/07/2017,3,1.0,1.0,713.0,59.0,-37.98997,145.2254,22250,1376.9290169502365,48.166666666666664,0,1083,3612,368
ID464991583,325 Belmore Rd,BALWYN NORTH,3250000.0,h,6/08/2016,5,4.0,2.0,886.0,6.0,-37.804,145.0951,19896,1943.020771605049,28.785714285714285,0,925,4701,308
ID858791644,283 Tyler St,PRESTON,928000.0,h,18/03/2017,3,2.0,1.0,0.0,69.0,-37.7307,145.0097,20011,661.7727966669335,31.2,0,705,5479,335
ID607173495,15 Biscop Rd,MOORABBIN,1191000.0,h,27/11/2016,2,1.0,2.0,756.0,69.0,-37.94,145.0449,19937,952.6783220082831,38.266666666666666,0,71,261,20
ID232048523,25 Prince St,ESSENDON NORTH,1170000.0,u,16/09/2017,3,2.0,1.0,292.0,69.0,-37.73727,144.8986,20036,2256.9316500889736,27.0,0,330,1855,82
ID387224165,7 Motherwell St,SOUTH YARRA,2667000.0,h,27/11/2016,4,3.0,2.0,446.0,119.0,-37.8454,144.9989,19947,299.15480696102566,16.214285714285715,0,1100,3636,457
ID702592777,16 Milford St,NEWPORT,760000.0,h,28/08/2016,2,1.0,2.0,255.0,89.0,-37.8469,144.8766,19994,771.4258166921388,16.310344827586206,0,71,261,20
ID158999276,124 Cole St,BRIGHTON,1761000.0,h,6/08/2016,4,2.0,3.0,615.0,99.0,-37.8956,145.0026,19953,183.86114818390348,23.5,0,2744,10289,780
ID440699000,32 Caroline St,CLIFTON HILL,3010000.0,h,10/09/2016,4,3.0,2.0,382.0,116.0,-37.7897,144.9992,19974,352.7639999546085,15.142857142857142,0,1071,5783,419
ID661853439,8 Neptune St,RICHMOND,965000.0,h,22/08/2016,2,1.0,0.0,158.0,119.0,-37.8201,145.007,19906,829.4741184947092,11.904761904761905,0,824,1890,159
ID764518840,12 Black St,WATSONIA,952000.0,h,8/04/2017,4,2.0,2.0,729.0,49.0,-37.711,145.08100000000005,19984,246.3534806346673,37.666666666666664,0,647,2861,222
ID337914978,1/36 The Avenue,BALACLAVA,585000.0,u,15/07/2017,2,1.0,1.0,598.0,44.0,-37.87149,144.99746000000005,19956,412.3731683811407,17.5,0,1672,10063,646
ID609350963,13 Crispe St,RESERVOIR,1100000.0,h,3/06/2017,4,2.0,2.0,665.0,109.0,-37.72787,144.99423000000004,20011,755.3936046932674,31.2,0,885,1901,227
ID636472299,23/530 Toorak Rd,TOORAK,511000.0,u,27/06/2016,2,1.0,2.0,0.0,49.0,-37.8424,145.0184,19946,1010.0139512543735,18.214285714285715,0,584,2731,211
ID332760338,1/34 Cumming St,BURWOOD,1060000.0,h,12/06/2016,5,3.0,2.0,326.0,6.0,-37.8528,145.1129,19849,2853.803432725997,28.666666666666668,0,958,5673,628
ID251674683,8 Leo St,BENTLEIGH EAST,1110000.0,h,17/09/2016,4,2.0,2.0,583.0,59.0,-37.9262,145.0624,19938,2370.5821269915964,36.84615384615385,0,925,4701,308
ID673828592,31 Frederick St,YARRAVILLE,1320000.0,h,7/05/2016,4,2.0,1.0,319.0,104.0,-37.8197,144.8957,19996,663.5819073114641,11.357142857142858,0,703,1502,135
ID689163405,37 William St,ESSENDON,1240000.0,h,11/03/2017,3,1.0,1.0,503.0,19.0,-37.7456,144.9059,20036,1337.4098105531186,27.0,0,330,1855,82
ID655465882,2 Viewbank Rd,MOUNT WAVERLEY,1260000.0,h,15/07/2017,3,1.0,2.0,743.0,59.0,-37.8958,145.11969,19916,2274.7934426608404,31.35483870967742,0,1471,7759,779
ID946585144,6 Epping St,HADFIELD,750000.0,h,9/09/2017,3,1.0,3.0,665.0,49.0,-37.70444000000001,144.95273999999995,19961,683.3635858412107,39.0,0,1841,9184,533
ID707309266,13 York Av,IVANHOE EAST,2040000.0,h,23/09/2017,4,2.0,2.0,585.0,59.0,-37.7709,145.05676,19934,848.9497187878422,29.0,0,92,260,36
ID198657690,25 Faversham Rd,CANTERBURY,2510000.0,h,13/05/2017,4,3.0,2.0,789.0,99.0,-37.8214,145.0843,19893,436.5698165950176,23.76923076923077,0,3767,18925,2042
ID701739270,251 Bell St,COBURG,760000.0,h,8/07/2017,2,1.0,2.0,378.0,99.0,-37.74011,144.95266999999996,19965,972.3107091964222,32.0,0,1097,5916,553
ID722624684,17 Addison St,ELWOOD,1700000.0,h,16/04/2016,3,2.0,2.0,316.0,109.0,-37.875,144.9813,19955,1230.2702060298604,19.5,0,1566,8895,491
ID953451257,2/49 McIntosh St,AIRPORT WEST,500000.0,u,4/03/2017,2,1.0,1.0,168.0,8.0,-37.7215,144.8864,20033,3121.24446341855,34.0,0,1214,5603,375
ID920186558,6 Wicklow St,PASCOE VALE,800000.0,h,13/05/2017,3,1.0,2.0,506.0,49.0,-37.7187,144.9433,19962,1586.4438563677927,37.0,0,705,5479,335
ID335832646,2/19 Elm St,SURREY HILLS,745000.0,u,4/03/2017,2,1.0,1.0,161.0,49.0,-37.8327,145.106,19895,1142.633181296931,25.5,0,2532,5455,713
ID599479222,11 Griffiths Ct,DANDENONG NORTH,750000.0,h,17/06/2017,4,2.0,1.0,811.0,3.0,-37.95187,145.21249,19889,3456.3289340497686,46.0,0,1083,3612,368
ID677328192,24 Gadd St,OAKLEIGH,1351000.0,h,13/05/2017,5,3.0,2.0,707.0,64.0,-37.9098,145.097,19916,490.70335606198273,31.35483870967742,0,444,981,239
ID704226353,11 Thornton St,ELTHAM,890000.0,h,16/09/2017,4,2.0,2.0,1010.0,59.0,-37.72881,145.13703999999996,19987,1942.2778437223674,47.9,0,2006,7754,1051
ID637311098,3/302 Grange Rd,ORMOND,405000.0,u,28/08/2016,2,1.0,1.0,0.0,49.0,-37.9031,145.0444,19941,421.1519689953101,32.15384615384615,0,268,736,128
ID904907041,3/20 Briggs St,MOUNT WAVERLEY,970000.0,t,24/06/2017,4,2.0,2.0,196.0,823.0,-37.89456,145.11388,19916,2088.65498829866,31.35483870967742,0,1471,7759,779
ID882778448,158 Neville St,MIDDLE PARK,1300000.0,h,8/04/2017,2,1.0,0.0,132.0,119.0,-37.8527,144.9657,19958,2155.43228083364,13.5,0,313,545,65
ID667883882,712/8 Howard St,RICHMOND,927000.0,u,29/07/2017,2,1.0,2.0,0.0,19.0,-37.83305,144.99745,19959,749.2104904592635,12.543859649122806,0,885,1901,227
ID329624992,221 Bluff Rd,SANDRINGHAM,1490000.0,h,26/08/2017,4,2.0,2.0,503.0,89.0,-37.95685,145.01977,19948,1519.9815608349165,33.5,0,101,251,18
ID510256377,10 Patricia Dr,FAWKNER,617000.0,h,23/04/2016,3,1.0,1.0,540.0,59.0,-37.6973,144.96200000000005,19961,465.35486189490416,39.0,0,1144,6845,375
ID828387705,13 McDougall St,FAWKNER,619000.0,h,13/08/2016,2,1.0,2.0,640.0,49.0,-37.7038,144.9638,19961,555.6579297867286,39.0,0,1144,6845,375
ID811718567,9/60 Carlisle St,ST KILDA,615000.0,u,17/06/2017,2,1.0,1.0,1123.0,99.0,-37.86736,144.98391,19956,877.2668904702628,17.5,0,1412,6364,699
ID543477219,2 Marquis Rd,BENTLEIGH,895000.0,h,22/05/2016,3,1.0,2.0,0.0,59.0,-37.9307,145.0444,19937,786.2032274766603,38.266666666666666,0,925,4701,308
ID576125274,73 Hilma St,SUNSHINE WEST,760000.0,h,29/07/2017,3,1.0,2.0,1143.0,39.0,-37.79135,144.79948000000005,20020,949.9768120197709,21.333333333333332,0,2532,5455,713
ID599663550,160 Hyde St,YARRAVILLE,871000.0,h,3/12/2016,3,2.0,2.0,428.0,54.0,-37.8167,144.8965,19996,585.8084448157974,11.357142857142858,0,703,1502,135
ID214732540,262 Union Rd,BALWYN,3290000.0,h,22/05/2016,4,3.0,2.0,1007.0,109.0,-37.8135,145.0995,19896,845.3678687827826,28.785714285714285,0,925,4701,308
ID340097462,53 Mary St,KEW,1410000.0,h,26/07/2016,3,2.0,1.0,442.0,27.0,-37.8046,145.0382,19904,1878.5104204026409,15.666666666666666,0,271,771,74
ID454233080,5 Palmerston Cr,FRANKSTON SOUTH,850000.0,h,12/08/2017,3,1.0,1.0,884.0,51.0,-38.1632,145.10766,19855,2768.0886522315654,68.81818181818181,0,517,2973,288
ID673263991,17 Rusden St,BRIGHTON,1500000.0,h,30/07/2016,4,2.0,1.0,549.0,29.0,-37.8869,144.9982,19954,336.31490614581764,21.5,0,2744,10289,780
ID611896791,87 Nicholson St,COBURG,1085000.0,h,19/08/2017,4,2.0,1.0,430.0,99.0,-37.7505,144.97648999999996,19966,1366.1297535194894,30.0,0,1097,5916,553
ID140988615,2 Bruce St,PRESTON,2000000.0,h,8/04/2017,2,1.0,2.0,465.0,84.0,-37.7424,145.0026,20013,411.8446624969937,26.3,0,705,5479,335
ID907240967,217 Victoria St,BRUNSWICK,1210000.0,h,6/05/2017,3,1.0,0.0,282.0,119.0,-37.7674,144.966,19968,566.2025552302057,25.333333333333332,0,941,5813,575
ID368889991,47 Roberts St,KEILOR EAST,785000.0,t,8/10/2016,3,2.0,2.0,610.0,49.0,-37.7504,144.8645,22253,4598.27255509587,18.333333333333332,0,555,1129,160
ID913880808,13/506 Glenferrie Rd,HAWTHORN,290000.0,u,22/05/2016,1,1.0,1.0,1568.0,14.0,-37.8308,145.034,19904,1057.9368420340095,15.666666666666666,0,1150,7827,922
ID495424851,12/5 Summerlea Gr,HAWTHORN,275000.0,u,13/05/2017,1,1.0,0.0,479.0,49.0,-37.8292,145.0322,19904,935.9486467437509,15.666666666666666,0,1173,8523,974
ID856113119,2/2 Harrison St,BELLFIELD,720000.0,h,25/02/2017,3,2.0,1.0,231.0,7.0,-37.7527,145.0392,19934,1774.1182024279917,29.0,0,817,1779,181
ID720648011,15 Loudon Rd,BURWOOD,1590000.0,h,3/09/2016,5,3.0,2.0,661.0,79.0,-37.848,145.09799999999996,19849,1589.223680866287,28.666666666666668,1,958,5673,628
ID574679920,33a Westbrook St,KEW EAST,1300000.0,h,15/10/2016,3,1.0,2.0,378.0,89.0,-37.7956,145.0525,19932,2602.401840874811,26.0,0,271,771,74
ID880656809,56 Pecham St,GLENROY,621000.0,h,22/04/2017,3,1.0,1.0,694.0,49.0,-37.6977,144.9116,20031,471.0001916634305,38.0,0,1841,9184,533
ID560758247,1/58 Coorigil Rd,CARNEGIE,605000.0,u,27/11/2016,2,1.0,1.0,0.0,46.0,-37.8956,145.0613,19919,803.115053758666,25.375,1,3703,18944,2039
ID420725543,81 Kubis Dr,RINGWOOD NORTH,1005000.0,h,29/07/2017,4,2.0,2.0,785.0,69.0,-37.79465,145.2244,19902,2391.1845521993887,38.41379310344828,0,119,452,22
ID927324365,6 Abbott St,SPOTSWOOD,1161000.0,h,25/02/2017,4,2.0,5.0,742.0,19.0,-37.8248,144.8707,19995,1489.4943307665594,14.333333333333334,0,1245,3886,447
ID189440472,2/11 Howe St,MURRUMBEENA,740000.0,u,6/08/2016,2,1.0,1.0,161.0,39.0,-37.8955,145.07299999999995,19918,413.43307682884773,27.35483870967742,0,268,736,128
ID566458312,41 Burgundy Dr,DONCASTER,1180000.0,h,15/10/2016,3,1.0,2.0,657.0,59.0,-37.7807,145.1193,20042,4279.731317261722,25.775,0,1566,8895,491
ID391655779,21 Hughes St,BRAYBROOK,575000.0,h,10/12/2016,3,1.0,3.0,559.0,64.0,-37.7923,144.852,20022,1234.6936955580106,21.4,0,2744,10289,780
ID537381402,124 Raleigh St,WESTMEADOWS,560000.0,h,27/05/2017,5,2.0,2.0,626.0,7.0,-37.67688,144.88996,22254,2703.9279591263803,32.0,0,98,190,19
ID946811532,3/11 Frank St,DONCASTER,973500.0,t,27/11/2016,4,2.0,2.0,234.0,10.0,-37.7932,145.1275,20042,2937.2830280936496,25.775,0,1566,8895,491
ID329716071,10 Columba St,BALWYN NORTH,1590000.0,h,27/05/2017,3,1.0,1.0,697.0,64.0,-37.78483,145.07477,19934,2987.793864276574,29.0,0,959,4476,324
ID659298165,139 Cruikshank St,PORT MELBOURNE,1565000.0,t,16/04/2016,3,1.0,2.0,188.0,129.0,-37.8371,144.9478,20043,2123.996226366743,0.0,0,659,5219,338
ID408591067,103/677 Glen Huntly Rd,CAULFIELD,638000.0,u,19/11/2016,2,2.0,1.0,0.0,59.0,-37.8862,145.0175,19954,1469.2736345022108,21.5,0,1540,6062,477
ID485367808,30 Tucker St,FAWKNER,771000.0,h,19/11/2016,4,2.0,2.0,647.0,49.0,-37.7089,144.9695,19962,1013.2705700906217,37.0,0,1144,6845,375
ID712319102,6 Oakdene Pl,IVANHOE EAST,2525000.0,h,3/06/2017,3,2.0,1.0,805.0,89.0,-37.7714,145.05963,19934,1001.693567354067,29.0,0,92,260,36
ID597720455,286 Tucker Rd,ORMOND,1425000.0,t,20/05/2017,4,2.0,2.0,314.0,19.0,-37.9084,145.0532,19941,1326.4023417331023,32.15384615384615,0,298,735,154
ID158468767,33 Fenton St,ASCOT VALE,1750000.0,h,17/06/2017,4,2.0,1.0,360.0,109.0,-37.77459,144.92993,20039,718.834859719055,20.0,0,2494,11307,1410
ID603010828,11/56 Darling St,SOUTH YARRA,687000.0,u,30/07/2016,1,1.0,2.0,0.0,8.0,-37.8352,144.9922,19959,360.8734723135961,12.543859649122806,0,1100,3636,457
ID399049941,7/435 St Kilda St,ELWOOD,655000.0,u,18/06/2016,2,1.0,1.0,0.0,54.0,-37.8902,144.9907,19954,1081.7791733464492,21.5,0,1566,8895,491
ID691723909,85 Victoria Cr,MONT ALBERT,2500000.0,h,16/09/2017,4,3.0,3.0,402.0,69.0,-37.8137,145.11013,19896,753.6720901259946,28.785714285714285,0,313,545,65
ID138686646,20 Locksley Rd,IVANHOE,2400000.0,h,4/06/2016,4,2.0,2.0,1252.0,99.0,-37.7727,145.0484,19933,496.8797049673834,26.058823529411764,0,555,1129,160
ID191942336,25 James St,SURREY HILLS,2505000.0,h,27/05/2017,5,2.0,0.0,739.0,92.0,-37.81708,145.09566,19895,831.0555467775681,25.5,0,2532,5455,713
ID324580745,121 North Rd,NEWPORT,1100000.0,h,25/02/2017,3,2.0,1.0,293.0,119.0,-37.8446,144.8859,19994,290.9314545176591,16.310344827586206,0,84,293,23
ID193450443,3 Herbert St,ALBERT PARK,1800000.0,h,10/09/2016,3,1.0,1.0,253.0,119.0,-37.8443,144.9579,19958,2871.959166681234,13.5,0,1202,5034,333
ID594425766,4 Bennett St,BURWOOD,1390000.0,h,3/12/2016,3,1.0,2.0,697.0,79.0,-37.851,145.1169,19849,3203.1832420508554,28.666666666666668,0,958,5673,628
ID724062868,1 Moama St,BRAYBROOK,765000.0,h,25/02/2017,3,1.0,1.0,658.0,59.0,-37.7905,144.8485,22241,1393.167367929701,15.85,0,2897,11243,942
ID905323470,1/19 Glen Park Rd,BAYSWATER NORTH,500000.0,u,1/07/2017,3,1.0,2.0,263.0,49.0,-37.83303,145.27488,19870,1133.5128632996739,45.083333333333336,0,97,233,26
ID217704062,1/9 Binnie St,BRIGHTON EAST,817500.0,u,3/09/2017,2,1.0,1.0,111.0,94.0,-37.92416,145.00658,19951,1349.3619795311672,26.5,1,2897,11243,942
ID932321043,12 Foam St,HAMPTON,2400000.0,h,17/09/2016,4,2.0,4.0,802.0,84.0,-37.9379,145.0067,19949,459.77957418429884,31.5,0,1683,8938,509
ID480447521,33 McCarron Pde,ESSENDON,1635000.0,h,15/10/2016,4,1.0,2.0,638.0,119.0,-37.7523,144.9052,22253,1053.079104883474,18.333333333333332,0,334,1407,88
