ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID198657690,25 Faversham Rd,4,h,2510000.0,13/05/2017,3.0,2.0,789.0,99.0,-37.8214,145.0843
ID701739270,251 Bell St,2,h,760000.0,8/07/2017,1.0,2.0,378.0,99.0,-37.740109999999994,144.95266999999996
ID722624684,17 Addison St,3,h,1700000.0,16/04/2016,2.0,2.0,316.0,109.0,-37.875,144.9813
ID953451257,2/49 McIntosh St,2,u,500000.0,4/03/2017,1.0,1.0,168.0,8.0,-37.7215,144.8864
ID920186558,6 Wicklow St,3,h,800000.0,13/05/2017,1.0,2.0,506.0,49.0,-37.7187,144.9433
ID335832646,2/19 Elm St,2,u,745000.0,4/03/2017,1.0,1.0,161.0,49.0,-37.8327,145.106
ID599479222,11 Griffiths Ct,4,h,750000.0,17/06/2017,2.0,1.0,811.0,3.0,-37.95187,145.21249
ID677328192,24 Gadd St,5,h,1351000.0,13/05/2017,3.0,2.0,707.0,64.0,-37.9098,145.097
ID704226353,11 Thornton St,4,h,890000.0,16/09/2017,2.0,2.0,1010.0,59.0,-37.728809999999996,145.13703999999996
ID637311098,3/302 Grange Rd,2,u,405000.0,28/08/2016,1.0,1.0,0.0,49.0,-37.9031,145.0444
ID904907041,3/20 Briggs St,4,t,970000.0,24/06/2017,2.0,2.0,196.0,823.0,-37.89456,145.11388
ID882778448,158 Neville St,2,h,1300000.0,8/04/2017,1.0,0.0,132.0,119.0,-37.8527,144.9657
ID667883882,712/8 Howard St,2,u,927000.0,29/07/2017,1.0,2.0,0.0,19.0,-37.83305,144.99745
ID329624992,221 Bluff Rd,4,h,1490000.0,26/08/2017,2.0,2.0,503.0,89.0,-37.95685,145.01977
ID510256377,10 Patricia Dr,3,h,617000.0,23/04/2016,1.0,1.0,540.0,59.0,-37.6973,144.96200000000005
ID828387705,13 McDougall St,2,h,619000.0,13/08/2016,1.0,2.0,640.0,49.0,-37.7038,144.9638
ID811718567,9/60 Carlisle St,2,u,615000.0,17/06/2017,1.0,1.0,1123.0,99.0,-37.86736,144.98391
ID543477219,2 Marquis Rd,3,h,895000.0,22/05/2016,1.0,2.0,0.0,59.0,-37.9307,145.0444
ID576125274,73 Hilma St,3,h,760000.0,29/07/2017,1.0,2.0,1143.0,39.0,-37.79135,144.79948000000005
ID599663550,160 Hyde St,3,h,871000.0,3/12/2016,2.0,2.0,428.0,54.0,-37.8167,144.8965
ID214732540,262 Union Rd,4,h,3290000.0,22/05/2016,3.0,2.0,1007.0,109.0,-37.8135,145.0995
ID340097462,53 Mary St,3,h,1410000.0,26/07/2016,2.0,1.0,442.0,27.0,-37.8046,145.0382
ID454233080,5 Palmerston Cr,3,h,850000.0,12/08/2017,1.0,1.0,884.0,51.0,-38.1632,145.10766
ID673263991,17 Rusden St,4,h,1500000.0,30/07/2016,2.0,1.0,549.0,29.0,-37.8869,144.9982
ID611896791,87 Nicholson St,4,h,1085000.0,19/08/2017,2.0,1.0,430.0,99.0,-37.7505,144.97648999999996
ID140988615,2 Bruce St,2,h,2000000.0,8/04/2017,1.0,2.0,465.0,84.0,-37.7424,145.0026
ID907240967,217 Victoria St,3,h,1210000.0,6/05/2017,1.0,0.0,282.0,119.0,-37.7674,144.966
ID155519306,2 Hazel St,5,h,2125000.0,28/05/2016,3.0,2.0,603.0,39.0,-37.8437,145.069
ID368889991,47 Roberts St,3,t,785000.0,8/10/2016,2.0,2.0,610.0,49.0,-37.7504,144.8645
ID913880808,13/506 Glenferrie Rd,1,u,290000.0,22/05/2016,1.0,1.0,1568.0,14.0,-37.8308,145.034
ID495424851,12/5 Summerlea Gr,1,u,275000.0,13/05/2017,1.0,0.0,479.0,49.0,-37.8292,145.0322
ID856113119,2/2 Harrison St,3,h,720000.0,25/02/2017,2.0,1.0,231.0,7.0,-37.7527,145.0392
ID720648011,15 Loudon Rd,5,h,1590000.0,3/09/2016,3.0,2.0,661.0,79.0,-37.848,145.09799999999996
ID574679920,33a Westbrook St,3,h,1300000.0,15/10/2016,1.0,2.0,378.0,89.0,-37.7956,145.0525
ID880656809,56 Pecham St,3,h,621000.0,22/04/2017,1.0,1.0,694.0,49.0,-37.6977,144.9116
ID560758247,1/58 Coorigil Rd,2,u,605000.0,27/11/2016,1.0,1.0,0.0,46.0,-37.8956,145.0613
ID420725543,81 Kubis Dr,4,h,1005000.0,29/07/2017,2.0,2.0,785.0,69.0,-37.79465,145.2244
ID927324365,6 Abbott St,4,h,1161000.0,25/02/2017,2.0,5.0,742.0,19.0,-37.8248,144.8707
ID189440472,2/11 Howe St,2,u,740000.0,6/08/2016,1.0,1.0,161.0,39.0,-37.8955,145.07299999999995
ID566458312,41 Burgundy Dr,3,h,1180000.0,15/10/2016,1.0,2.0,657.0,59.0,-37.7807,145.1193
ID391655779,21 Hughes St,3,h,575000.0,10/12/2016,1.0,3.0,559.0,64.0,-37.7923,144.852
ID537381402,124 Raleigh St,5,h,560000.0,27/05/2017,2.0,2.0,626.0,7.0,-37.67688,144.88996
ID946811532,3/11 Frank St,4,t,973500.0,27/11/2016,2.0,2.0,234.0,10.0,-37.7932,145.1275
ID329716071,10 Columba St,3,h,1590000.0,27/05/2017,1.0,1.0,697.0,64.0,-37.78483,145.07477
ID659298165,139 Cruikshank St,3,t,1565000.0,16/04/2016,1.0,2.0,188.0,129.0,-37.8371,144.9478
ID408591067,103/677 Glen Huntly Rd,2,u,638000.0,19/11/2016,2.0,1.0,0.0,59.0,-37.8862,145.0175
ID485367808,30 Tucker St,4,h,771000.0,19/11/2016,2.0,2.0,647.0,49.0,-37.7089,144.9695
ID712319102,6 Oakdene Pl,3,h,2525000.0,3/06/2017,2.0,1.0,805.0,89.0,-37.7714,145.05963
ID636472299,23/530 Toorak Rd,2,u,511000.0,27/06/2016,1.0,2.0,0.0,49.0,-37.8424,145.0184
ID597720455,286 Tucker Rd,4,t,1425000.0,20/05/2017,2.0,2.0,314.0,19.0,-37.9084,145.0532
ID158468767,33 Fenton St,4,h,1750000.0,17/06/2017,2.0,1.0,360.0,109.0,-37.77459,144.92993
ID603010828,11/56 Darling St,1,u,687000.0,30/07/2016,1.0,2.0,0.0,8.0,-37.8352,144.9922
ID399049941,7/435 St Kilda St,2,u,655000.0,18/06/2016,1.0,1.0,0.0,54.0,-37.8902,144.9907
ID691723909,85 Victoria Cr,4,h,2500000.0,16/09/2017,3.0,3.0,402.0,69.0,-37.8137,145.11013
ID138686646,20 Locksley Rd,4,h,2400000.0,4/06/2016,2.0,2.0,1252.0,99.0,-37.7727,145.0484
ID191942336,25 James St,5,h,2505000.0,27/05/2017,2.0,0.0,739.0,92.0,-37.81708,145.09566
ID324580745,121 North Rd,3,h,1100000.0,25/02/2017,2.0,1.0,293.0,119.0,-37.8446,144.8859
ID193450443,3 Herbert St,3,h,1800000.0,10/09/2016,1.0,1.0,253.0,119.0,-37.8443,144.9579
ID594425766,4 Bennett St,3,h,1390000.0,3/12/2016,1.0,2.0,697.0,79.0,-37.851,145.1169
ID724062868,1 Moama St,3,h,765000.0,25/02/2017,1.0,1.0,658.0,59.0,-37.7905,144.8485
ID905323470,1/19 Glen Park Rd,3,u,500000.0,1/07/2017,1.0,2.0,263.0,49.0,-37.83303,145.27488
ID217704062,1/9 Binnie St,2,u,817500.0,3/09/2017,1.0,1.0,111.0,94.0,-37.92416,145.00658
ID932321043,12 Foam St,4,h,2400000.0,17/09/2016,2.0,4.0,802.0,84.0,-37.9379,145.0067
ID480447521,33 McCarron Pde,4,h,1635000.0,15/10/2016,1.0,2.0,638.0,119.0,-37.7523,144.9052
ID745896147,16 Charles St,5,h,2850000.0,10/09/2016,2.0,2.0,815.0,19.0,-37.8118,145.035
ID813351364,107/567 Glenferrie Rd,2,u,560000.0,16/07/2016,1.0,1.0,0.0,6.0,-37.8268,145.0344
ID161753455,8 Maribyrnong Ct,3,h,442000.0,17/06/2017,1.0,1.0,575.0,22.0,-37.88547,144.65528999999995
ID964888343,15/20 Florence Rd,3,u,880000.0,11/02/2017,1.0,2.0,217.0,49.0,-37.8287,145.1014
ID604033519,45 Charles St,2,h,1500000.0,4/06/2016,1.0,2.0,660.0,34.0,-37.8536,145.0911
ID929301817,24 Taylor St,3,h,1000000.0,4/03/2017,1.0,0.0,249.0,44.0,-37.7754,144.9806
ID843381080,203 Station St,3,h,2400000.0,8/04/2017,2.0,2.0,368.0,139.0,-37.8323,144.9463
ID130478520,5 Aroona Ct,3,h,1680000.0,22/07/2017,2.0,2.0,673.0,54.0,-37.76316,144.89799
ID906995087,60 Powell St,3,h,830000.0,14/05/2016,1.0,1.0,509.0,91.0,-37.7261,144.9983
ID567204735,38 Grandview Gr,2,h,950000.0,4/06/2016,1.0,3.0,649.0,69.0,-37.9424,145.0464
ID957091733,61 Steele St,4,h,1361500.0,10/12/2016,1.0,2.0,453.0,99.0,-37.7698,144.9336
ID501053980,364 Montague St,2,h,1562500.0,15/10/2016,1.0,0.0,141.0,129.0,-37.8424,144.9562
ID315119103,9 Kendall St,3,h,1875000.0,13/05/2017,2.0,2.0,270.0,60.0,-37.8805,144.9933
ID663215535,50 Major Rd,1,h,515000.0,12/08/2017,1.0,0.0,173.0,79.0,-37.70745,144.97046
ID915509738,109 Powell St,3,h,1320000.0,4/03/2017,2.0,2.0,473.0,99.0,-37.8217,144.8842
ID514055074,53 Ryan St,2,h,1170000.0,15/10/2016,1.0,1.0,184.0,119.0,-37.7988,144.90200000000004
ID949329851,91 Suffolk St,2,h,888000.0,20/05/2017,1.0,2.0,401.0,74.0,-37.7903,144.8703
ID658120630,2/7 Bellevue Av,2,u,746000.0,12/08/2017,1.0,2.0,239.0,69.0,-37.85148,145.15345
ID830189796,67 Ross St,3,h,1665000.0,1/07/2017,3.0,2.0,121.0,8.0,-37.83591,144.93648000000005
ID410851099,17/393 Toorak Rd,1,u,400000.0,14/05/2016,1.0,1.0,1424.0,49.0,-37.8402,145.0029
ID667123438,1/19 Patterson Rd,2,h,855000.0,7/11/2016,1.0,1.0,298.0,79.0,-37.9247,145.0287
ID632335676,6 Mandrel St,2,t,505500.0,17/06/2017,1.0,1.0,59.0,5.0,-37.778240000000004,144.87427
ID570729625,2/4 Southey Ct,2,u,640000.0,25/02/2017,1.0,0.0,0.0,79.0,-37.8757,144.987
ID333674789,7/59 Rathmines St,2,u,445000.0,10/12/2016,1.0,1.0,0.0,49.0,-37.7782,145.0162
ID582089114,3 Speers Ct,4,h,1600000.0,19/08/2017,2.0,2.0,4168.0,19.0,-37.746109999999994,145.17835
ID922769439,207/493 Victoria St,2,u,510000.0,8/07/2017,1.0,1.0,75.0,12.0,-37.80473,144.9435
ID305105298,12/1 Ruabon Rd,2,u,490000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.8474,145.0078
ID826994456,89 Radnor St,3,h,1987000.0,4/06/2016,2.0,2.0,706.0,59.0,-37.8457,145.0611
ID497449387,91/390 Toorak Rd,2,u,1030000.0,12/06/2016,2.0,1.0,0.0,49.0,-37.8407,145.0043
ID909912856,305/28 Burnley St,1,u,327000.0,7/11/2016,1.0,1.0,0.0,7.0,-37.8127,145.0094
ID280010628,52 Glenroy Rd,2,h,741250.0,25/02/2017,1.0,1.0,668.0,64.0,-37.7067,144.9331
ID152462534,41 Monash St,3,h,1230000.0,8/10/2016,1.0,2.0,594.0,59.0,-37.7819,144.9064
ID231321375,101 Male St,3,h,1935000.0,3/06/2017,2.0,1.0,385.0,79.0,-37.91068,145.00394
ID371902937,11 Findon St,2,h,1036000.0,3/12/2016,1.0,1.0,310.0,109.0,-37.8717,145.0399
ID645014728,3/29 Fiddes St,2,t,742500.0,13/05/2017,1.0,1.0,179.0,18.0,-37.9369,145.0473
ID931955762,4 Vincent St,3,h,1480000.0,7/11/2016,2.0,2.0,697.0,94.0,-37.9269,145.0274
ID407133219,62A Williamstown Rd,2,h,735000.0,17/06/2017,1.0,1.0,170.0,79.0,-37.80635,144.8845
ID975242393,5 Malane St,4,h,1510000.0,18/03/2017,2.0,2.0,640.0,19.0,-37.9198,145.0545
ID332534469,4 Mercer Rd,3,h,3512500.0,27/11/2016,2.0,2.0,617.0,21.0,-37.8557,145.0264
ID968176576,59 Sellars St,3,h,850000.0,22/07/2017,1.0,2.0,766.0,45.0,-37.698209999999996,145.08995
ID672490289,39 Shand Rd,2,h,730000.0,28/08/2016,1.0,2.0,637.0,49.0,-37.7207,145.0196
ID321280089,6 MacArthur Av,4,h,1151000.0,26/08/2017,2.0,2.0,290.0,7.0,-37.77708,144.90913999999995
ID311857091,33 Brockhoff Dr,4,h,1255000.0,12/11/2016,2.0,2.0,438.0,14.0,-37.8599,145.1101
ID711723295,1/112 Roslyn St,2,u,1300000.0,4/03/2017,2.0,2.0,329.0,79.0,-37.9172,145.004
ID909364306,1/12 Hatfield Ct,6,u,520000.0,7/05/2016,2.0,1.0,0.0,49.0,-37.809,144.8686
ID922924557,5/25 Ashley St,2,u,300000.0,26/07/2016,1.0,1.0,87.0,49.0,-37.7174,145.0016
ID998432976,14 Irving St,3,h,4900000.0,3/06/2017,4.0,2.0,950.0,44.0,-37.85905,145.03229
ID650392186,2/41 Kangaroo Rd,3,u,1220500.0,24/06/2017,2.0,2.0,462.0,54.0,-37.89767,145.07332
ID481494637,301/228 The Avenue,3,u,1560000.0,27/05/2017,2.0,1.0,2431.0,69.0,-37.78212,144.95755
ID849752080,31 Hume St,2,h,1900000.0,18/03/2017,2.0,0.0,207.0,84.0,-37.8571,145.0224
ID790447390,166 Gipps St,3,h,1290000.0,25/02/2017,2.0,2.0,147.0,99.0,-37.805,144.9943
ID488562803,39 Elizabeth St,4,h,1860000.0,13/05/2017,3.0,2.0,620.0,13.0,-37.9228,145.0555
ID421811712,16/86 Graham Rd,2,u,555000.0,10/12/2016,1.0,2.0,197.0,39.0,-37.7393,145.0806
ID695725620,89A New St,3,t,730000.0,29/07/2017,2.0,2.0,340.0,19.0,-37.831720000000004,144.86683
ID841891213,61 Durham Rd,5,h,2100000.0,17/09/2016,4.0,3.0,827.0,49.0,-37.8323,145.0904
ID559033517,13/77 Rosanna Rd,2,u,420000.0,7/11/2016,1.0,1.0,158.0,49.0,-37.7512,145.0697
ID972164812,8/39 Maribyrnong Rd,3,t,762000.0,15/07/2017,1.0,1.0,0.0,109.0,-37.77261,144.92276
ID994137578,5 Russel Av,3,h,755000.0,22/07/2017,2.0,2.0,840.0,29.0,-38.02621,145.34635
ID716437213,434 Dorset Rd,3,h,725000.0,8/07/2017,1.0,2.0,802.0,39.0,-37.810829999999996,145.28791999999999
ID817459373,122 Victoria Rd,5,h,2775000.0,22/05/2016,3.0,2.0,864.0,64.0,-37.8231,145.0535
ID713631606,71 Hume Av,4,h,410000.0,9/09/2017,1.0,2.0,578.0,39.0,-37.710770000000004,144.57198
ID796021040,17 Payne St,3,h,586000.0,23/09/2017,1.0,1.0,534.0,59.0,-37.686409999999995,144.88487
ID342371208,4 Michael St,3,h,1370000.0,8/04/2017,1.0,2.0,743.0,8.0,-37.7703,145.1086
ID597385720,183a High St,3,u,751800.0,27/11/2016,1.0,2.0,109.0,18.0,-37.7749,145.1138
ID179826930,7/87 Gamon St,3,h,770000.0,3/12/2016,1.0,2.0,323.0,59.0,-37.8108,144.8899
ID647511478,14/21 Lillimur Rd,2,u,435000.0,10/09/2016,1.0,1.0,0.0,69.0,-37.9016,145.0414
ID292596775,295 Greenwood Dr,3,h,860500.0,24/09/2016,2.0,0.0,767.0,59.0,-37.7084,145.0788
ID831530496,13 Orlit Ct,4,h,545000.0,27/05/2017,2.0,2.0,635.0,34.0,-37.64051,145.05743
ID453261306,54 Elizabeth St,3,h,1197000.0,22/05/2016,1.0,2.0,692.0,70.0,-37.9232,145.0563
ID320018360,86 Hodgkinson St,2,h,1420000.0,8/10/2016,1.0,0.0,180.0,19.0,-37.7898,144.9903
ID369490795,14 New St,3,h,1300000.0,18/06/2016,1.0,2.0,212.0,119.0,-37.8542,145.0149
ID405832000,256 Stewart St,3,h,930000.0,4/03/2017,2.0,2.0,138.0,24.0,-37.7658,144.9823
ID369583446,6 Winterset Cl,4,h,1440000.0,12/08/2017,2.0,2.0,695.0,69.0,-38.00477,145.10078000000001
ID976341297,8/15 Wrexham Rd,2,u,580000.0,28/05/2016,1.0,1.0,0.0,49.0,-37.8565,145.0011
ID707383464,25 Hardy St,4,h,1500000.0,3/12/2016,3.0,1.0,365.0,129.0,-37.7624,144.9671
ID727751584,40 Smith St,2,h,970000.0,9/09/2017,1.0,0.0,82.0,119.0,-37.836059999999996,144.95164
ID114896262,2/121 Darebin Rd,2,u,605000.0,22/05/2016,1.0,1.0,133.0,99.0,-37.7641,145.0104
ID691059690,6A Duggan St,3,t,670000.0,6/05/2017,1.0,2.0,176.0,19.0,-37.7597,144.9404
ID573973089,452 Barkers Rd,5,h,3210000.0,18/03/2017,3.0,4.0,1011.0,114.0,-37.8165,145.0505
ID469847752,8/37 Victoria St,2,u,740000.0,8/04/2017,1.0,1.0,0.0,59.0,-37.8881,145.0097
ID624701047,27 Halpin St,3,h,1445000.0,24/06/2017,1.0,2.0,613.0,69.0,-37.76883,144.94592
ID630270562,4 Tudor Rd,5,h,1540500.0,9/09/2017,2.0,2.0,726.0,49.0,-37.78133,145.10833
ID342445933,7 Exon St,3,t,1405000.0,22/07/2017,2.0,2.0,220.0,5.0,-37.934870000000004,145.00093
ID959272567,27 McMahons Rd,3,h,864000.0,4/06/2016,1.0,2.0,565.0,69.0,-37.7283,144.969
ID386374522,4 College Pl,4,h,597000.0,29/07/2017,2.0,4.0,939.0,42.0,-37.57816,144.73431000000005
ID410553118,101/323 Dandenong Rd,2,u,690000.0,20/05/2017,2.0,2.0,1146.0,43.0,-37.8597,145.0093
ID971287943,15 Mara Cl,4,h,1330000.0,26/08/2017,2.0,2.0,717.0,39.0,-37.86887,145.22116
ID951232160,4/38 Alma St,2,u,650000.0,27/05/2017,2.0,2.0,248.0,24.0,-37.72473,145.11657
ID307719962,2/14 Jack Rd,3,t,950000.0,1/07/2017,3.0,2.0,160.0,6.0,-37.96062,145.04296000000005
ID752913405,92/99 Whiteman St,2,u,650000.0,6/08/2016,2.0,1.0,0.0,19.0,-37.8273,144.9556
ID486707406,5 Barce Pl,4,h,715000.0,19/11/2016,2.0,2.0,521.0,29.0,-37.738,145.0374
ID604735675,7 Thackeray Rd,3,h,928000.0,25/02/2017,1.0,1.0,696.0,54.0,-37.7218,145.015
ID315037731,25 Pender St,3,h,842000.0,16/07/2016,1.0,1.0,398.0,84.0,-37.7372,145.01
ID306936827,24 Daleglen St,1,h,351000.0,8/07/2017,1.0,1.0,168.0,69.0,-37.69828,145.02184
ID545215631,33a Clara St,2,h,1500000.0,12/06/2016,1.0,2.0,141.0,49.0,-37.8408,144.9977
ID569482387,8/220 Elgin St,2,u,705000.0,12/11/2016,1.0,1.0,0.0,19.0,-37.7969,144.9669
ID610288204,4 McPherson St,3,h,835000.0,23/04/2016,1.0,0.0,302.0,129.0,-37.758,144.9724
ID192477060,3/2 Garden Rd,2,u,715000.0,27/06/2016,1.0,1.0,194.0,24.0,-37.9107,145.0598
ID138460283,6 Blackwood Av,3,h,815000.0,23/09/2017,2.0,2.0,520.0,39.0,-37.98227,145.08133999999995
ID884884797,2 Day St,3,h,695000.0,29/07/2017,1.0,0.0,694.0,69.0,-37.788709999999995,144.81368999999995
ID901058930,24 Centaurus Av,3,h,393200.0,29/07/2017,1.0,1.0,400.0,49.0,-37.62464,144.9345
ID488110741,1/263 Union Rd,3,t,1130000.0,27/11/2016,2.0,2.0,217.0,6.0,-37.7704,144.9162
ID560652734,20 Gordon Gr,4,h,1965000.0,25/02/2017,2.0,1.0,300.0,129.0,-37.8638,145.0298
ID631663410,17 Rosedale Rd,2,h,1600000.0,18/06/2016,2.0,2.0,718.0,69.0,-37.858000000000004,145.0696
ID358491900,808/8 Kavanagh St,2,u,580000.0,18/03/2017,1.0,1.0,0.0,9.0,-37.8226,144.9667
ID408747028,13 Leslie St,4,h,760000.0,16/09/2017,2.0,2.0,536.0,54.0,-38.16363,145.11545
ID935818515,2 Eildon Dr,4,h,745000.0,3/06/2017,2.0,1.0,624.0,50.0,-37.9887,145.16158000000001
ID816208275,3/43 The Ridge,2,u,485000.0,8/07/2017,1.0,1.0,0.0,59.0,-37.82945,145.15697
ID984252401,6 Rose St,3,h,950000.0,22/07/2017,1.0,1.0,399.0,49.0,-37.87115,144.8189
ID447952533,52 Blanche St,3,h,920000.0,15/10/2016,2.0,2.0,124.0,19.0,-37.8656,144.9851
ID896121209,1/1017 Nepean Hwy,3,t,750000.0,7/05/2016,2.0,1.0,164.0,9.0,-37.9378,145.0385
ID247498090,22 Garfield St,2,h,990000.0,10/12/2016,1.0,1.0,117.0,119.0,-37.812,144.9939
ID695983415,4/37 St Kinnord St,1,u,280000.0,22/07/2017,1.0,1.0,0.0,49.0,-37.75875,144.9027
ID487294769,1/3 Gleniffer Av,2,u,585000.0,8/07/2017,1.0,1.0,0.0,69.0,-37.931709999999995,145.03041000000005
ID863128535,2/13 North St,2,u,510000.0,22/08/2016,1.0,1.0,141.0,44.0,-37.7202,144.8797
ID442918930,10 Coote St,3,t,1185000.0,23/04/2016,2.0,1.0,111.0,15.0,-37.8341,144.9541
ID529024137,252 Yallambie Rd,3,h,720000.0,24/09/2016,2.0,4.0,535.0,59.0,-37.7225,145.1037
ID880178595,1 Grosvenor Ct,3,u,1635000.0,10/09/2016,1.0,0.0,1099.0,49.0,-37.8438,145.0303
ID955049958,31 Boyce Av,3,h,830000.0,12/08/2017,1.0,2.0,905.0,57.0,-37.7063,145.12215
ID420434514,16 Rosa St,3,h,1509000.0,28/05/2016,2.0,2.0,812.0,59.0,-37.7714,145.1141
ID731823885,5 Evans Ct,3,h,586000.0,29/07/2017,1.0,1.0,677.0,39.0,-37.69265,144.92653
ID664663205,199 Barkers Rd,4,h,2150000.0,20/05/2017,4.0,2.0,543.0,59.0,-37.8144,145.0358
ID445272660,25 Kalimna St,5,h,2665000.0,22/08/2016,3.0,2.0,674.0,109.0,-37.8095,145.0782
ID685016460,5D Belson St,3,h,1275000.0,24/06/2017,2.0,2.0,161.0,59.0,-37.86779,145.04482
ID518571455,48a Celia St,4,t,1250000.0,17/09/2016,2.0,2.0,314.0,9.0,-37.9299,145.0598
ID959679005,15 Kingshott Cl,4,h,1500000.0,29/04/2017,3.0,2.0,450.0,13.0,-37.8617,144.8786
ID383490688,17 Goodman St,2,h,916000.0,24/09/2016,1.0,0.0,1328.0,129.0,-37.773,144.9568
ID331996850,60 Woiwurung Cr,2,t,631000.0,3/09/2017,2.0,1.0,1965.0,19.0,-37.73615,144.97455
ID114975676,2/825 Park St,1,u,440000.0,22/08/2016,1.0,1.0,0.0,129.0,-37.7769,144.9523
ID470810328,5 Amberley Ct,3,h,1230000.0,19/08/2017,1.0,1.0,757.0,39.0,-37.78094,145.10131
ID888984414,30 Cedar St,2,h,1001000.0,26/07/2016,2.0,1.0,255.0,129.0,-37.8887,145.0207
ID469847752,8/37 Victoria St,2,u,740000.0,8/04/2017,1.0,1.0,0.0,59.0,-37.8881,145.0097
ID920577912,23 Lygon St,2,h,825000.0,16/04/2016,1.0,1.0,367.0,89.0,-37.8995,145.0241
ID918335717,36 Davies St,3,h,1250000.0,24/06/2017,1.0,1.0,343.0,99.0,-37.84502,144.88612
ID700421251,11 Goshawk Ct,3,h,561000.0,17/06/2017,1.0,2.0,787.0,26.0,-38.10709,145.1744
ID289564860,52 Alexander St,2,h,990000.0,18/03/2017,1.0,2.0,306.0,89.0,-37.8037,144.8893
ID535847019,24 Tivoli Rd,3,h,1810000.0,24/06/2017,2.0,2.0,273.0,49.0,-37.8386,144.99851999999996
ID602086342,12 Rostrevor Pde,4,h,2335000.0,18/03/2017,2.0,2.0,813.0,81.0,-37.8118,145.1065
ID150231156,26 Maylands Av,3,h,1739000.0,12/08/2017,1.0,2.0,638.0,64.0,-37.798429999999996,145.06728
ID284573394,1 Lincoln Wy,4,h,430000.0,23/09/2017,1.0,3.0,675.0,39.0,-37.673629999999996,144.55888000000004
ID247661892,11 Newham Gr,4,h,1565000.0,27/05/2017,3.0,2.0,719.0,99.0,-37.90087,145.03959
ID142368845,13 Bridge Rd,3,h,341000.0,15/07/2017,2.0,4.0,578.0,8.0,-37.71432,144.57431
ID576537261,4/42 Passfield St,2,u,380000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.7676,144.9394
ID958643849,6/20 Johnstone St,2,t,500000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.8693,145.0348
ID862532519,7 Manly Ct,3,h,700000.0,7/05/2016,1.0,2.0,626.0,69.0,-37.7201,144.9696
ID896768222,13 Eveline St,4,h,480000.0,19/08/2017,2.0,2.0,312.0,4.0,-37.56857,144.91693999999995
ID984905474,6 Lovett Dr,4,h,1200000.0,4/06/2016,5.0,4.0,673.0,11.0,-37.7545,144.8736
ID948077677,9 McKenna Rd,3,h,1130000.0,29/07/2017,1.0,1.0,836.0,49.0,-37.89928,145.1474
ID996398390,2 Derry St,4,h,1740000.0,29/04/2017,2.0,2.0,746.0,69.0,-37.7595,144.8993
ID658475270,76 Argyle St,3,h,1550000.0,8/10/2016,2.0,3.0,477.0,5.0,-37.7661,144.9076
ID242522407,73/1 Riverside Qy,2,u,540000.0,24/09/2016,2.0,1.0,0.0,25.0,-37.821999999999996,144.9637
ID597624537,7 Power St,5,h,2020000.0,16/04/2016,2.0,2.0,611.0,22.0,-37.8116,145.0789
ID948427727,5/80 Burke Rd,1,u,315000.0,27/11/2016,1.0,1.0,0.0,79.0,-37.8704,145.0495
ID718338080,44 Manning Rd,5,h,2500000.0,14/05/2016,3.0,2.0,488.0,89.0,-37.8733,145.0507
ID177240473,342 Yallambie Rd,4,h,793000.0,18/03/2017,2.0,1.0,592.0,49.0,-37.728,145.1017
ID179804942,99 Grandview Rd,4,h,1480000.0,19/08/2017,3.0,2.0,649.0,83.0,-37.9163,145.19612
ID863652928,7 Allawah Cl,3,h,770000.0,23/09/2017,1.0,4.0,533.0,57.0,-37.98433,145.17041
ID808895379,44 Manatunga Cct,6,h,990000.0,1/07/2017,3.0,2.0,562.0,8.0,-37.69749,145.1058
ID881481483,16 Tashinny Rd,3,h,1689000.0,4/03/2017,1.0,0.0,222.0,99.0,-37.8448,145.0055
ID926321215,17 Tudor Ct,4,u,700000.0,29/07/2017,2.0,2.0,320.0,59.0,-38.032270000000004,145.11758999999995
ID396568662,11 Farringdon St,3,h,1000000.0,22/08/2016,1.0,2.0,858.0,24.0,-37.7273,144.9254
ID182235144,55 Elphinstone St,3,h,805000.0,27/06/2016,1.0,3.0,372.0,99.0,-37.796,144.8728
ID467850625,5/8 Murray St,2,u,500000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.7595,144.9436
ID630505651,4 Anchor Pl,4,h,1805000.0,17/06/2017,2.0,1.0,105.0,4.0,-37.85102,144.99408
ID987385123,112 Johnston St,3,h,1230000.0,24/06/2017,1.0,1.0,396.0,119.0,-37.8363,144.87588
ID616683774,122 Stephen St,1,u,510000.0,11/02/2017,1.0,2.0,0.0,15.0,-37.8173,144.894
ID757342373,129 Liberty Pde,3,h,625000.0,28/05/2016,1.0,2.0,609.0,69.0,-37.7504,145.0335
ID116355661,4 Wannan Ct,3,h,800000.0,23/09/2017,1.0,2.0,602.0,39.0,-37.94146,145.11121
ID776695029,26 Leila Rd,3,h,1716000.0,28/08/2016,2.0,1.0,817.0,94.0,-37.9007,145.047
ID600358526,8a Anderson St,2,h,1420000.0,22/08/2016,1.0,1.0,348.0,49.0,-37.8672,145.0432
ID696369446,3/26 Ross St,3,h,800000.0,10/12/2016,2.0,2.0,331.0,9.0,-37.8847,144.9992
